Name,Department,Rating,Would Take Again,Difficulty Level
Samuel Shrem,Mathematics,0.0,N/A,0
Troy McMahon,Computer Science,3.3,67%,3.7
ELENI Pellazgu,Nursing,5.0,100%,4
Brian Sengdala,Music,4.9,100%,1.3
Barbara Rusen,Communication,0.0,100%,0
Imani Owens,English,4.5,100%,3
Angela O'Donnell,Educational Psychology,1.0,0%,2
Jose-Carlos Diaz,Spanish,5.0,100%,2
Kedra Gamble,Education,2.0,0%,2
Tingnan Lin,Business,4.0,100%,2
Brandon Li,Economics,5.0,100%,3.4
Min-Jeong Yang,Psychology,5.0,100%,2
Ahsun Saleem,Information Technology,0.0,N/A,0
Todd Nichols,Music,5.0,100%,1
Juan Gonzalez,Journalism & Media Studies,0.0,N/A,0
Carlton Tad Pryor,Astronomy,2.0,0%,5
Ann-Marie Adams,History,0.0,N/A,0
Jaeheon Jung,Economics,0.0,N/A,0
Daniel Silva,Portuguese,4.5,100%,3.5
Yu Xiao,Economics,1.0,0%,5
Anel Suriel,Education,0.0,N/A,0
Kathleen Sclafani,Cinema,4.0,100%,3
Alex Sawatzky,Agriculture,5.0,100%,4
Leah Price,English,2.0,0%,3.5
Hoang Pham,Engineering,4.0,100%,2
Yael Yali Nativ,Dance,2.0,0%,4
Tatiana Seijas,History,5.0,100%,4
Anthony Alms,Writing,0.0,N/A,0
Althea Pestine-Stevens,Social Work,2.0,0%,4
Duysal Celik,Marketing,4.0,100%,1
Kayla Crowley,Sociology,0.0,N/A,0
Rachel Cultice,Psychology,4.5,80%,3.3
Bhargav Narayanan,Mathematics,3.3,25%,3.5
Keva White,Social Work,3.0,67%,4
Kimberly Weston,Mathematics,0.0,100%,0
Yukun Yao,Mathematics,2.0,50%,4.5
Harsha Tirumala,Computer Science,5.0,100%,4
Chloe Wawrzyniak,Mathematics,3.5,50%,2.8
Alan Chernoff,Economics,0.0,100%,0
Chun Leung Lau,Computer Science,5.0,100%,2
Yulia Chernyavskaya,History,0.0,N/A,0
Yuxuan Yang,Mathematics,0.0,N/A,0
Aidan Selmer,Writing,5.0,100%,1
Alicia Reuter,Exercise amp Sport Science,0.0,N/A,0
Atif Akin,Art & Design,0.0,N/A,0
Paul Gottlieb,Environmental Science,0.0,N/A,0
Lisa Campion,Writing,5.0,100%,4
Natascia Cappa,Italian,0.0,N/A,0
Johnny Fonseca,Mathematics,5.0,100%,2
Elif Akcayli,Marketing,4.0,0%,3
Joel Freundlich,Chemistry,0.0,N/A,0
Alireza Naghizadeh,Computer Science,0.0,N/A,0
Jennifer Sun,Microbiology,4.5,100%,3.3
Stephen Garofalini,Engineering,0.0,N/A,0
Frank Losacco,Criminal Justice,4.8,100%,1.4
Robert Lieberman,Public Health,5.0,100%,1.7
Linda Brown,Public Health,3.2,50%,3.4
Nicole Reda,English,4.4,75%,4.1
Nan Ji,Public Health,0.0,N/A,0
Jameson Sweet,American Studies,3.0,67%,3
Susan Kaplowitz,Exercise & Sport Science,3.3,47%,2.7
Douglas Campbell,Health Science,4.7,67%,2.7
Joonhee Lee,Business,4.1,75%,4
Tanay Talukdar,Information Technology,2.3,34%,3
Xun Liu,History,3.1,67%,3.7
Donna Pope,Social Work,5.0,100%,2
Christina Santaspirt,Social Work,5.0,100%,4
Myung-kook Joo,Social Work,3.0,100%,2.8
Emily Greenfield,Social Work,4.2,75%,4.3
Sara Perryman,English,4.4,80%,2.5
Mina Khavandi,French,4.5,100%,2.5
Andrew Murphy,Political Science,4.6,100%,2.2
Claire Yan,Accounting,4.4,78%,3.4
Jingang Yi,Engineering,2.2,34%,4.2
Kristen Luciani,Information Technology,2.8,59%,3.9
Jeremiah Clifford,Spanish,2.8,0%,2
Matt Brzycki,Exercise & Sport Science,0.0,100%,0
John Krasting,Meteorology,4.7,95%,2
Tom Moore,Business,5.0,100%,3
Kelsey Laity-D'Agostino,English,1.0,50%,5
Kajal Purwar,Management Science & Information Systems,5.0,100%,2
Yevgeniy Milman,Mathematics,0.0,N/A,0
Yen Yu,Music,2.0,0%,4
Sidney Seligman,Human Resources Management,2.5,50%,4.2
Lauren Richardson,Philosophy,0.0,N/A,0
Stacey Kohler,Counseling & Educational Psych,5.0,50%,2.5
Robert Zachow,Medicine,1.0,0%,5
Norah Kerr-McCurry,Social Work,5.0,100%,2.5
Eliezer Marcellus,African Studies,3.0,34%,2.5
Jeff Kaplowitz,Labor Studies,4.3,100%,1.9
Jay Fisher,Classics,0.0,N/A,0
Peng Jiang,Biology,2.0,0%,3
Sean Scott,Information Technology,0.0,N/A,0
Mariam Rashid,Womens & Gender Studies,5.0,100%,1
Lei Lei,Sociology,0.0,100%,0
Abhishek Bhrushundi,Computer Science,5.0,100%,3
Philip Weber,Business,3.5,50%,2.5
Aria Middleton-Chiodo,Writing,2.7,67%,4
Lina Saud,Psychology,5.0,100%,1
Alexa Canales,Music,4.5,100%,2.5
Chris Oakden,Linguistics,5.0,100%,1.5
Manal Habbal,Arabic,5.0,100%,3
Samantha Burrier,English,4.5,80%,2.3
Alice Debowski,Education,0.0,N/A,0
Pilar Rau,Anthropology,5.0,100%,2
Liliana Sanchez,Spanish,3.5,50%,2.5
Albert Bellefeuille,Music,3.0,0%,4.5
Rosemary Carolan,Education,0.0,N/A,0
Jak Chakhalian,Physics,3.5,75%,3
Celine Gelinas,Bioinformatics & Molecular Bio,0.0,N/A,0
Madison Edwards-Bednar,Humanities,5.0,100%,4
Alysse Moldawer,English,3.5,50%,4.8
James Scuccimarri,English,4.0,100%,4
Faris Kronfli,Educational Psychology,5.0,100%,2
Jennifer Demby,Exercise & Sport Science,0.0,N/A,0
Colin Thibadeau,Music,4.0,100%,2
Berhanu Alemayehu,Statistics,2.1,40%,2.3
Ellis Dill,Engineering,4.2,50%,2.3
Joo Hun Han,Human Resources Management,3.0,100%,2
Jung Ook Kim,Labor Studies,2.7,67%,2
Adrian Gale,Social Work,0.0,100%,0
Jon Oliver,Information Technology,4.8,100%,1.4
Tawfiq Ammari,Information Technology,2.5,80%,4
Jeffrey Freedman,Information Technology,5.0,100%,2
Andrea Marston,Geography,5.0,100%,2.5
Melissa Boyd,Geology,0.0,N/A,0
Raymond Bisogno,Public Health,5.0,100%,3
Susana Galaacuten,Art History,0.0,N/A,0
Ruo-Qian Wang,Engineering,2.7,60%,4
Alexandra Demshock,Sociology,0.0,N/A,0
John Hughes,Physics,3.7,67%,3
Nancy Halpern,Animal Science,1.5,13%,4.4
Nicholas Allred,English,4.8,100%,2.4
Damaris Otero-Torres,Spanish,1.0,0%,4
Doron Zeilberger,Mathematics,4.5,80%,2.5
Kathleen Michell,Public Health,5.0,67%,2
Summer Lindsey,Political Science,3.0,60%,4
Jeffrey Robbins,Writing,4.1,100%,2.5
Arthur Tomie,Psychology,3.1,20%,2.4
Eunjung Noh,Mathematics,3.5,59%,3.1
Salam Al-Kuntar,History,5.0,100%,3
Thomas Orton,Agriculture,3.8,100%,3
Katie Avagliano,English,1.8,17%,4.2
Dave Howland,Writing,3.7,75%,3.3
Haruki Eda,English,3.2,65%,2.8
Mark Avery,Economics,5.0,100%,3
Anne McKeown,Art History,0.0,N/A,0
Brittany Anlar,Political Science,0.0,100%,0
Stephen Jones,Psychology,5.0,100%,3
Chuck Kerschner,Information Technology,0.0,N/A,0
Alexander Panait,Sociology,5.0,100%,1
Aliasghar Arab,Engineering,0.0,N/A,0
Widian Nicola,Social Work,1.0,0%,3
Annette Backs,Social Work,0.0,N/A,0
Doug Coffey,Human Resources Management,4.9,100%,2.1
Caitlin Scuderi,Political Science,4.8,100%,2.1
Nicole Koribanics,Genetics,1.7,0%,4.3
Marc Kalan,Marketing,4.6,91%,2.2
Henry Schmeding,Information Technology,4.7,100%,2
Joe McCune,Business,4.1,75%,3.6
Paul Hirschfield,Sociology,3.2,43%,3.7
Lawrence Houston,Human Resources Management,0.0,N/A,0
Michal Raucher,History,4.7,100%,2.7
Natalia Tsipenyuk,Mathematics,4.0,100%,4
Gerard de Melo,Computer Science,3.5,58%,2.6
Sheldon Goldstein,Mathematics,4.0,65%,3.1
Francois Cornilliat,French,4.7,100%,3
Lihui Zhu,Chinese,4.8,100%,2.1
Fei Luo,Information Technology,4.6,100%,2.6
Rachit Mehta,Art & Design,0.0,N/A,0
Ferris Olin,Art History,0.0,N/A,0
Noopur Khosla,Mathematics,1.7,67%,3.7
Shaun Armstead,English,0.0,N/A,0
Katherine Bermingham,Geology,0.0,N/A,0
Ting Wang,Educational Psychology,0.0,N/A,0
Qiyang Han,Statistics,0.0,100%,0
Elizabeth Crane,English,0.0,N/A,0
Alexa Hepburn,Communication,2.5,67%,3.5
Mario Mercado-Diaz,Sociology,4.5,80%,2.6
Michael Santillan,Social Work,0.0,N/A,0
Milton Machuca-Galvez,Information Science,0.0,N/A,0
Isabella Magni,Italian,5.0,100%,2
Barbara Cannella,Nursing,3.5,50%,3.8
Mohamed Elsaid,Public Health,5.0,100%,2.2
Ijeoma Opara,Public Health,5.0,100%,1.5
Matthew Mangold,English,4.3,100%,2.6
Kimberly Cook-Chennault,Engineering,3.4,54%,3.7
Adrian Mann,Engineering,2.7,34%,3.7
Helen Buettner,Engineering,3.2,58%,3
Anusha Hariharan,Business,4.0,100%,3
Natasa Sesum,Mathematics,3.8,80%,3.1
Rosanne Altshuler,Economics,4.4,84%,2.5
Saman Zonouz,Engineering,2.0,25%,3.9
Jaeseung Baek,Statistics,3.5,50%,4
Bertrand Metton,History,4.4,90%,1.4
Sarah Fadem,Communication,1.0,34%,4.5
Daniel Sidorick,Labor Studies,4.4,100%,2.4
Wendy Swartz,Asian Studies,4.7,80%,1.9
Jane Miller,Public Health,4.0,50%,3.2
Rudrani Sarma,Writing,0.0,100%,0
James Robinson,Labor Studies,4.5,100%,1.5
Christopher Michael,Humanities,0.0,N/A,0
Holly Avella,Communication,4.0,100%,3
Liyang Zhang,Mathematics,4.5,86%,3.7
Rebecca Greenbaum,Human Resources Management,5.0,100%,2
Maria Kraimer,Human Resources Management,5.0,100%,3
Angela Gibney,Mathematics,0.0,N/A,0
Ousseina Alidou,African Studies,4.4,100%,1.7
Michiru Lowe,Japanese,4.0,100%,4
Kathy Lopez,Hispanic Studies,4.8,100%,1.7
John Bailey,Sociology,4.8,100%,1.3
Daniel Scavone,English,3.3,67%,2.8
Kramar Miroslav,Mathematics,2.0,0%,3
Brooke Ogrodnik,Mathematics,1.0,0%,4
Jennifer Bryan,Writing,4.3,80%,2.7
David McClean,Sociology,3.6,100%,3
Alex Buzick,Writing,4.4,96%,3.5
James Pavlin,Theology,4.0,62%,2.3
Anita Bakshi,Landscape Architecture Regional Planning,3.7,80%,2.5
Alan Robock,Science,2.4,0%,3.3
Ramona Ross,Psychology,5.0,93%,2
Kayla Fowler,Women's Studies,5.0,100%,1.7
Tara Gildea,Writing,2.8,50%,3.2
John Reinfelder,Environmental Science,4.6,100%,2.5
Peter Strom,Science,4.2,75%,1.7
Craig Levesque,Music,4.7,100%,2.3
Aimee LaBrie,Creative Writing,5.0,100%,1
Jamie Wasserman,Social Work,0.0,N/A,0
Joe Mancuso,Theater,4.6,77%,1.4
Danni Wang,Management,4.6,86%,3.1
Carol Bagnell,Biology,4.0,67%,3.3
Sara Malone,Animal Science,3.0,50%,1
Tom Donovan,Leadership & Organization,2.3,50%,3
Zac Freedman,Ecology & Evolutionary Biology,4.9,N/A,2.8
Hannah Walker,Criminal Justice,3.2,25%,3
Natalie Macon,Engineering,1.0,0%,5
Susana Galan,Womens & Gender Studies,5.0,100%,2.5
Donna Murch,History,4.0,34%,2.9
Harold Salzman,Planning Public Policy,1.7,34%,4.3
Michael Wohlfahrt,Business,4.6,100%,2.8
Hazel Miller,Psychology,0.0,N/A,0
Zijian Guo,Statistics,0.0,N/A,0
Joseph Palka,Engineering,5.0,100%,3.3
Violeta Orozco Barrera,Spanish,1.6,20%,2.8
Charles Cowen,Computer Science,0.0,N/A,0
Aaron Rabinowitz,Philosophy,4.5,94%,2.4
David Hughes,Anthropology,3.4,17%,2.6
Kelly Francisco,Environmental Science,4.4,100%,2.3
Janine Mariscotti,Social Work,2.5,100%,4.5
Eduardo Herrera,Music,4.5,90%,2.6
Caleb Delorme,Writing,4.5,100%,5
Lauren Holm,English,3.8,72%,3.3
Michael Camasso,Economics,3.7,67%,3.3
Howard Kliger,Engineering,3.8,50%,4.2
Ruonan Xu,Economics,1.0,50%,5
Benjamin Paul,Art History,3.8,43%,3.2
Peter Craft,English,4.0,100%,3
Angel Dye,English,4.0,100%,2
Sassi Rajput,Political Science,3.3,60%,3
Myriam Alami,French,4.8,100%,2.1
Daniel Friedan,Physics & Astronomy,3.6,40%,3.2
Eleanor Lapointe,Sociology,3.0,67%,3.5
Karen Cerulo,Social Science,4.6,84%,1.7
Oded Palmon,Finance,2.4,28%,4.5
Hilary Sigman,Economics,3.4,67%,3.4
Michael Littman,Computer Science,4.4,0%,2
William Tanner,English,0.0,N/A,0
Jingni Xiao,Mathematics,4.0,67%,4.3
Eileen Kowler,Psychology,3.7,84%,3.6
Daniel Krashen,Mathematics,4.0,75%,2
Hector Sussman,Mathematics,1.8,34%,4.8
Ben Sopranzetti,Business,4.0,100%,3.4
Rachel Rubinstein,Psychology,4.6,86%,3.1
Akinbiyi Akinlabi,Linguistics,3.1,50%,2.8
Ken Safir,Linguistics,2.7,100%,2.5
ann olson,Linguistics,5.0,100%,3
Nisha Nemmara,Writing,4.0,0%,3.6
Deborah Gray White,History,3.6,20%,3.1
John Obenchain,Information Technology,2.0,100%,2
Min-Kyung Kwon,Music,0.0,N/A,0
Sandra Medina,Spanish,3.7,56%,3.1
Alan Smith,Film,4.9,100%,1.1
Joseph Cianflone,Information Technology,0.0,N/A,0
Maria Silvina Tomassone,Engineering,3.8,86%,3.1
Alexander Pichugin,German,3.9,69%,3.1
Camilla Townsend,History,4.7,100%,2.9
Brent Horbatt,Education,4.5,60%,1.8
Sadiya Tijjani,English,4.0,100%,3
Zaire Dinzey-Flores,Sociology,2.9,34%,3.7
Abeer Elahraf,Computer Science,4.4,N/A,2.9
Gina Jorge,Writing,5.0,72%,3.9
Virginia Conn,Comparative Literature,5.0,100%,3
Matthew Mayer,Education,3.0,0%,4
Rajarshi Ray,Computer Science,2.9,50%,2.9
Shauni Armstead,English,2.5,0%,4.5
Anne Carr-Schmid,Cell Biology & Neuroanatomy,4.4,100%,3.2
Carmela Scala,Italian,3.1,50%,3
Srinivas Narayana,Computer Science,3.0,70%,4.2
Maaneli Derakhshani,Mathematics,1.0,0%,5
Erin Vogel,Anthropology,4.3,67%,3.8
Amy Lewis,Education,4.6,100%,2.5
Carolyn Hickey,Education,5.0,100%,2
Frank Giarratano,Business,4.0,100%,3
Ronald Quincy,Planning amp Public Policy,4.0,92%,1.9
Stacey Lallier,Public Health,0.0,100%,0
Catherine Puglisi,Art History,3.7,25%,3.4
Jacqueline McDaniel,English,0.0,100%,0
Margaret Quinn,Nursing,2.7,0%,4
Caitlin Petre,Journalism amp Media Studies,5.0,100%,3
Jermaine Monk,Social Work,3.0,100%,3.3
Natalie DeSorbo,English,5.0,100%,3
Aidan Selmer,English,5.0,100%,3
Roberto Muniz,Public Health,2.8,100%,2.7
Steven Brandwood,Classics,4.8,87%,2.2
Karla Jackson-Brewer,Women's Studies,4.4,100%,2.4
Yael Davidov,Mathematics,4.0,100%,3
Brian Lee,Physics,4.6,88%,2.1
Patti O'Brien-Richardson,Public Health,0.0,100%,0
Christopher Leeder,Information Technology,4.2,50%,2
Abigail Porter,Environmental Science,4.5,100%,2
Ron Ladell,Business,3.4,74%,3.6
Fioralba Cakoni,Mathematics,4.0,80%,2.8
Paul Mercandetti,English,0.0,N/A,0
Disen Huang,Accounting,3.1,67%,4.2
Yoonhee Kang,Philosophy,5.0,100%,2
Stacy Klein,English,4.3,100%,2.6
Samantha Zighelboim,Creative Writing,4.8,100%,1.8
Emily Renaud,Political Science,3.2,67%,3.1
Andrew Urban,American Studies,3.6,50%,2.8
Meheli Sen,Cinema,2.4,0%,3.5
Patrick Makowski,Physics & Astronomy,0.0,100%,0
Andres Jerez,Physics Astronomy,3.5,69%,3
Gabriel Alba,Physics,2.2,34%,4.3
Keli Barnes,Social Work,0.0,N/A,0
Mariapaola d'Imperio,Languages,0.0,N/A,0
Linda Hassler,Nursing,0.0,100%,0
Allison Kegelman,Nursing,0.0,N/A,0
Jennifer Kist,Environmental Science,5.0,100%,1.6
Daniel Salerno,Writing,3.0,50%,3.5
Doris Fernandez,Public Health,3.0,0%,2
Allison Edgley,Communication,4.8,100%,2
Susan Krum,Public Health,4.5,84%,2
Maurice Wallace,English,4.5,100%,4
Weida WU,Physics,3.0,13%,3.4
Grigor Sargsyan,Mathematics,2.4,40%,3.8
Mitch Denda,Engineering,2.3,32%,3.3
Elena Gambino,Political Science,3.6,67%,2.7
Yanhao Liang,Engineering,5.0,100%,3
Sudip Bhattacharya,English,1.7,0%,4
Jingjin Yu,Computer Science,2.7,44%,3.1
Patricia Patricia McHugh,Labor Studies,2.3,50%,3
Denise Mayfryer,Criminal Justice,3.0,100%,3
Li-Cheng Tsai,Mathematics,4.0,75%,3
Deborah Aks,Cognitive Science,0.0,N/A,0
Matthew Lynch,Religion,5.0,100%,2
Crystal Lupo,Labor Studies,3.3,72%,3.2
Howard Swerdloff,English,4.9,100%,3.4
Art Berke,Management,4.6,86%,3.3
Jasmine Henry,Music,4.8,100%,1.4
Kyoung Moon Jang,Korean,4.7,100%,2.8
Hazel Johnson,Human Resources Management,3.0,29%,2.7
David Bordelon,English,4.0,100%,3
Jorge Ortiz,Engineering,1.8,29%,4
Mark Buchan,English,2.9,55%,3.7
M Gershenson,Physics,3.3,0%,3.4
Mark Montesion,Writing,3.4,37%,4.1
Eric Seymour,Planning & Public Policy,3.5,50%,3
Nimanthi Rajasingham,English,3.3,100%,3.9
Charles Dismukes,Chemistry,1.0,0%,4.6
Susan Martin-Marquez,Spanish,4.2,100%,3.1
Deborah Lewitter,Finance,2.5,56%,2.9
Ewan Harrison,Political Science,4.3,78%,2.9
William Welty,English,4.4,86%,3.7
Colin Campbell,Economics,4.5,100%,3.4
Lisa Eible,Social Work,0.0,N/A,0
Sharon Webster,Social Work,4.0,100%,3
Kyle Morgan,English,3.8,73%,3.3
Atiya Aftab,Middle Eastern Studies,0.0,N/A,0
Bingru Huang,Agriculture,1.5,0%,4
Edridge Glenn,Communication,0.0,N/A,0
Jefferson Decker,Political Science,4.3,93%,2.8
Kim McKim,Science,3.7,100%,2.4
Len Garrison,Human Resources Management,4.7,96%,2.1
Sinan Celiksu,Criminal Justice,4.0,100%,2
Dr. Kristen Koehler,Communication,5.0,100%,3
Paola Tartakoff,History,4.7,100%,2.8
Bulin Zhang,Human Resources Management,5.0,100%,1.7
Stacy Schwartz,Marketing,4.3,87%,2.3
Scott Harris,English,5.0,100%,3.5
Michael (Mike) Duffy,Creative Writing,4.1,85%,3.4
Wujun Zhang,Computer Science,4.3,100%,2.3
Kathleen Immordino,Communication,4.7,100%,2.5
Yongfeng Zhang,Computer Science,5.0,100%,3.4
Carmen Martino,Labor Studies,4.1,85%,2.2
Jacob Bastian,Economics,5.0,100%,3
Tracy Chang,Business,3.1,55%,2.7
Tamra Lepro,Writing,5.0,100%,3.5
Bice Peruzzi,Classics,4.5,84%,3
Caolan Madden,English,5.0,100%,2
Ben Tam,English,2.7,78%,4.5
Xiaoyan Deng,Operations Management,4.0,75%,2.5
Emily Sergel,Mathematics,3.7,86%,3.8
Mehmet Uzumcu,Animal Science,4.7,100%,2.2
Karen Sanchez,Languages,3.2,50%,2.2
Ken Miller,Geology,4.5,92%,2.5
Yanhong Jin,Business,3.7,67%,2.3
Nazia Arbab,Economics,5.0,100%,1
Azani Ebengou,French,5.0,100%,3
Lily Todorinova,Information Science,0.0,N/A,0
Aaron Mazzeo,Engineering,2.9,40%,4.1
Jennifer Hollingshead,Marketing,5.0,100%,2
Thomas Dyne,English,5.0,100%,3.3
Nicole Wodzinski,Womens & Gender Studies,4.8,100%,1.5
Merylou Rodriguez,Hispanic Studies,5.0,100%,2
Anne-Catherine Aubert,French,4.6,100%,2.5
Mehdi Javanmard,Engineering,4.0,84%,2.8
Meiyin Liu,Engineering,0.0,100%,0
Helen Farmer,Theater,4.3,50%,3.5
Carlos Burgos,Womens & Gender Studies,0.0,100%,0
Zoran Gajic,Engineering,3.6,100%,2.1
Dan Cabanes,Anthropology,3.1,59%,3.9
Hylke De Jong,Anthropology,2.5,46%,3.4
Ali Maher,Engineering,0.0,N/A,0
Adam Fitzgerald,English,3.9,100%,1.7
Debra Halliday,Leadership & Organization,3.3,58%,2.7
Mukesh Patel,Business,4.7,91%,1.7
Jiro Harasaki,Japanese,4.7,94%,2.9
Doug Kruse,Business,5.0,100%,2
Caroline Clauss-Ehlers,Psychology,4.2,100%,3.2
Dan Klepacki,Business,4.0,58%,2.6
Charles Soos,Business,3.5,54%,3.6
Fatima Ahmed,Mathematics,2.0,34%,2.3
Linda Carelli,Sociology,2.8,82%,2.5
UMER HASSAN,Engineering,3.7,67%,2.7
William Cuello,Mathematics,4.1,88%,3.9
Joshua Miller,Nutrition,4.2,86%,2.5
Zhengzi Sophia Li,Finance,4.4,91%,3.5
Roberta Entner,Communication,3.6,38%,2.7
I. Yanovitzky,Communication,3.6,67%,3
Karen Skean,Psychology,4.9,100%,2.3
Brian Eichert,Psychology,4.8,100%,2
Marie McCabe,Social Work,1.4,0%,3.6
Cassandra Cameron,English,3.5,67%,4
Victoria Abraira,Biology,4.0,100%,3
Sun Ro,Engineering,3.0,50%,3.5
Erica Dunbar,History,4.0,100%,4
Virginia Gilmartin,Computer Science,3.2,30%,3.5
Aghil Daghagheleh,Sociology,5.0,100%,2.5
Gwen Lowenheim,Education,3.0,100%,1
Alyce Hunter,Education,3.4,60%,2.6
Ryan Nally,Education,2.0,100%,1
Jackie Phillips,Social Work,4.1,100%,2.4
Emily Bosk,Social Work,4.7,100%,3.7
Mark Lamar,Social Work,5.0,100%,2.1
Shelley Buchbinder,Social Work,4.7,100%,2
Andy Abere,Economics,2.8,38%,3.9
Jylana Sheats,Public Health,3.3,50%,2.5
Alexandra Lopez,Public Health,4.6,95%,1.5
Anita Franzione,Public Health,4.0,75%,2.6
Miriam Jaffe,English,5.0,100%,2.5
Nenad Gucunski,Engineering,2.4,25%,4.1
Olivia Odoffin,Philosophy,1.2,17%,3.8
Todd Wolfson,Communication,3.5,75%,3.5
Alvaro Toledo,Biology,0.0,N/A,0
Caitlin Play,Art History,2.0,0%,4
Brandon Park,Korean,5.0,100%,1
Hang Miao,Economics,3.0,59%,3.4
Mark Croft,Physics,2.9,57%,3.3
KB Burnside-Oxendine,Womens amp Gender Studies,2.2,25%,4.2
Sudarsun Kannan,Computer Science,4.0,80%,4
Ebru Toprak,Mathematics,3.2,38%,3.4
Adam Potocki,Information Technology,4.3,88%,1.8
Melissa Aronczyk,Journalism & Media Studies,4.7,100%,2.5
Carter Mathes,English,3.0,15%,3.3
Thomas Fulton,English,3.4,63%,3.5
Antoinette Farmer,Social Work,4.0,100%,4
Gandalf Nicolas,Psychology,5.0,100%,2.5
Anuja Kabra,Languages,4.3,93%,2.6
Todd Keister,Economics,4.5,100%,2.5
Christopher Lepre,Geology,2.8,31%,2.9
Jeffrey Shandler,History,3.5,0%,3.4
Puja Sahney,English,3.0,100%,4
Minkyung Kim,Communication,4.0,75%,2.2
Marc Aronson,Library & Information Science,2.6,34%,3.9
Joyce Valenza,Library Information Science,5.0,100%,2
Ken Genco,Marketing,2.9,42%,2.3
Ian Bignall,Writing,4.9,97%,2.8
Leslie Jimenez,Chemistry,1.2,25%,4.2
Nicola Behrmann,German,4.0,60%,3
Lee Clarke,Social Science,3.7,42%,2.5
Denise Lopes,Mathematics,4.5,100%,3
Enver Izgu,Chemistry,4.0,84%,3.8
Daniel Forman,Philosophy,5.0,100%,3
Eric Allender,Computer Science,3.1,24%,4.3
Allen Issac,American Studies,3.1,25%,3.2
Parvis Ghassem-Fachandi,Anthropology,3.0,100%,3.3
Patrick Thane,Spanish,5.0,100%,2.5
David Tulloch,Landscape Architecture & Regional Planning,4.3,100%,2.5
James McGlew,Classics,3.3,50%,2.6
Roy Yates,Engineering,3.2,46%,3.7
Weiwei Xie,Chem amp Chemical Biology,4.0,67%,2.3
Waheed Bajwa,Engineering,3.6,60%,4.1
Roseli Golfetti,Cell Biology & Neuroanatomy,1.9,29%,4.4
Renee Pistone,Writing,1.0,84%,4.5
Xiaojue Wang,Chinese,4.3,84%,3.3
Anne Keating,Science,4.0,86%,3.2
William Schwartz,English,5.0,100%,2
Bharat Sarath,Business,2.3,15%,4.1
Michael Menke,Mathematics,4.5,91%,3.3
Zheng Chao Han,Mathematics,3.8,46%,3.2
Karin Rabe,Physics,4.1,100%,2.6
Richard Mammone,Engineering,3.0,86%,3.3
Delara Karimi,Management Science & Information Systems,5.0,100%,2
Sepehr Assadi,Computer Science,5.0,100%,3.5
Julie Phillips,Sociology,4.1,86%,2.3
Bryan Knode,Health Administration,0.0,N/A,0
Amir Saemi,Philosophy,3.7,80%,3.7
John Chirco,Computer Science,3.8,100%,2.2
Stuart Teicher,Writing,4.3,86%,4.1
Giuseppe Grispino,Italian,5.0,100%,1.5
Steven Dym,Finance,3.0,55%,3.8
William Feuss,Statistics,1.4,10%,4.2
Michael Goldberg,Communication,4.4,89%,2.9
Ivan Marsic,Engineering,3.0,43%,2.7
Lisa Rossman Murphy,Exercise amp Sport Science,4.0,85%,2.9
Anthony Alms,English,3.5,72%,3.1
Asher Ghertner,Geography,4.2,77%,2.9
Peter Sugarman,Geology,4.0,63%,1.9
Mubbasir Kapadia,Computer Science,3.7,70%,4.1
Majorie Yuschak,Accounting,2.8,0%,3.1
Rula Btoush,Nursing,0.0,N/A,0
Susan Miller,English,4.7,86%,2.5
Jen Chingwe,Education,5.0,100%,2.5
Tanja Sargent,Education,4.5,100%,1.5
Alex Guerrero,Philosophy,5.0,100%,4
Sarah Orsak,Womens & Gender Studies,2.0,0%,4
Kim Sunyoung,Information Technology,2.0,40%,4.8
Joe Cianflone,Information Technology,1.0,0%,3
Endre Boros,Business,1.0,0%,5
Arnold Glass,Psychology,2.3,59%,3.1
Yumi Ohashi,Japanese,3.9,77%,3.2
Susan Skelly,Microbiology,3.5,62%,3.8
Benjamin Koerber,Arabic,4.5,100%,1.9
Suzan Ahmad,Nursing,2.0,0%,3
Kevin Wine,Engineering,0.0,N/A,0
Habtamu Mengistie,History,0.0,N/A,0
James Wright,Geology,3.8,100%,2.6
Steven Kemper,Music,5.0,100%,2.5
Vladimir Gurvich,Mathematics,2.1,25%,2.8
Nancy DiTomaso,Management,3.1,0%,3.5
Chiara Damiolini,Mathematics,2.6,60%,3.6
Jeana Wirtenberg,Management,4.3,100%,3
Scott Lowry,Finance,3.0,50%,4
Katherine Ognyanova,Communication,4.3,89%,2.3
Jozsef Borocz,Sociology,3.4,67%,3.8
Naomi Williams,Labor Studies,4.7,100%,3
Marya Doerfel,Communication,3.0,50%,3.3
Zainab Alam,English,5.0,100%,2.7
Simon Thomas,Mathematics,4.7,75%,2.1
Harry Crane,Statistics,2.5,0%,4.7
Robert Ramos,Ethnic Studies,4.2,87%,1.5
Dona Schneider,Urban Studies,3.2,46%,2.8
Lauren Adamo,Geology,3.8,82%,2.4
Reagan Lothes,English,4.6,100%,2.4
Julia Stephens,History,4.7,100%,2.2
Fan Zhang,Computer Science,0.0,N/A,0
Anannya Dasgupta,English,2.6,0%,3.6
Elena Ashkinadze,Genetics,5.0,100%,4
Francesca Maresca,Health Science,3.9,100%,2.5
Alan Williams,Film,3.4,0%,2.3
Shelby Pitts,Nursing,0.0,100%,0
Anne Keating,Biology,3.6,86%,3.6
